post_id,parent_id,comment_id,text,category,clean_tokens
5260,null,null,Calculating $Var\left\{(\hat{m}-m)^2\right\}$ for a univariate normal distribution,title,"[""calculating"",""$"",""var\\left\\"",""{"",""("",""\\hat"",""{"",""}"",""-m"","")"",""^2\\right\\"",""}"",""$"",""univariate"",""normal"",""distribution""]"
5268,null,null,Recommended method for finding archetypes or clusters,title,"[""recommended"",""method"",""finding"",""archetypes"",""clusters""]"
5278,null,null,How to visualize what ANOVA does?,title,"[""visualize"",""anova"",""?""]"
5290,null,null,Moving return of exponential moving average -- choice of alpha,title,"[""moving"",""return"",""exponential"",""moving"",""average"",""--"",""choice"",""alpha""]"
5292,null,null,Good GUI for R suitable for a beginner wanting to learn  programming in R?,title,"[""good"",""gui"",""r"",""suitable"",""beginner"",""wanting"",""learn"",""programming"",""r"",""?""]"
5293,null,null,Find out pseudo R square value for a Logistic Regression analysis,title,"[""find"",""pseudo"",""r"",""square"",""value"",""logistic"",""regression"",""analysis""]"
5299,null,null,Data Augmentation Examples,title,"[""data"",""augmentation"",""examples""]"
5304,null,null,"Why is there a difference between manually calculating a logistic regression 95% confidence interval, and using the confint() function in R?",title,"[""difference"",""manually"",""calculating"",""logistic"",""regression"",""95"",""%"",""confidence"",""interval"","","",""using"",""confint"",""("","")"",""function"",""r"",""?""]"
5305,null,null,How to re-sample an XTS time series in R?,title,"[""re-sample"",""xts"",""time"",""series"",""r"",""?""]"
5327,null,null,What are the assumptions for applying a Tobit regression model?,title,"[""assumptions"",""applying"",""tobit"",""regression"",""model"",""?""]"
5333,null,null,Interpreting correlation from two linear mixed-effect models,title,"[""interpreting"",""correlation"",""two"",""linear"",""mixed-effect"",""models""]"
5340,null,null,How to use the LOGNORMALDIST function to generate a Cumulative Distribution Function?,title,"[""use"",""lognormaldist"",""function"",""generate"",""cumulative"",""distribution"",""function"",""?""]"
5343,null,null,Combining Probability Density Functions,title,"[""combining"",""probability"",""density"",""functions""]"
5347,null,null,How can I efficiently model the sum of Bernoulli random variables?,title,"[""efficiently"",""model"",""sum"",""bernoulli"",""random"",""variables"",""?""]"
5351,null,null,Calculate Newey-West standard errors without an lm object in R,title,"[""calculate"",""newey-west"",""standard"",""errors"",""without"",""lm"",""object"",""r""]"
5352,null,null,Is there a way to place a priori constraints on item difficulty under item response theory?,title,"[""way"",""place"",""priori"",""constraints"",""item"",""difficulty"",""item"",""response"",""theory"",""?""]"
5354,null,null,Logistic regression model does not converge,title,"[""logistic"",""regression"",""model"",""converge""]"
5363,null,null,Backpropagation algorithm,title,"[""backpropagation"",""algorithm""]"
5382,null,null,Normalizing rating in a group of people [finding effectiveness],title,"[""normalizing"",""rating"",""group"",""people"",""["",""finding"",""effectiveness"",""]""]"
5387,null,null,Logit with ordinal independent variables,title,"[""logit"",""ordinal"",""independent"",""variables""]"
5392,null,null,Variance of two weighted random variables,title,"[""variance"",""two"",""weighted"",""random"",""variables""]"
5396,null,null,Summary and frequency tables in JMP,title,"[""summary"",""frequency"",""tables"",""jmp""]"
5399,null,null,Expectation of product of Gaussian random variables,title,"[""expectation"",""product"",""gaussian"",""random"",""variables""]"
5402,null,null,References for use of symplectic geometry in statistics?,title,"[""references"",""use"",""symplectic"",""geometry"",""statistics"",""?""]"
5418,null,null,First R packages source code to study in preparation for writing own package,title,"[""first"",""r"",""packages"",""source"",""code"",""study"",""preparation"",""writing"",""package""]"
5430,null,null,How would you filter this?,title,"[""would"",""filter"",""?""]"
5431,null,null,Statistical significance with sample size of 5 or less,title,"[""statistical"",""significance"",""sample"",""size"",""5"",""less""]"
5443,null,null,"""Estimate the """"meaningful"""" predictors for a value in a CART model (rpart)""",title,"[""``"",""estimate"",""``"",""''"",""meaningful"",""''"",""''"",""predictors"",""value"",""cart"",""model"",""("",""rpart"","")"",""''""]"
5450,null,null,What if interaction wipes out my direct effects in regression?,title,"[""interaction"",""wipes"",""direct"",""effects"",""regression"",""?""]"
5452,null,null,R Package GBM - Bernoulli Deviance,title,"[""r"",""package"",""gbm"",""-"",""bernoulli"",""deviance""]"
5453,null,null,Why does continuous Bayesian analysis seem to give this contradictory result?,title,"[""continuous"",""bayesian"",""analysis"",""seem"",""give"",""contradictory"",""result"",""?""]"
5457,null,null,What is it that a statistician does?,title,"[""statistician"",""?""]"
5461,null,null,Removing macro-level time variance,title,"[""removing"",""macro-level"",""time"",""variance""]"
5462,null,null,Is there a site to post my survey to so I can get a sample representative of the population?,title,"[""site"",""post"",""survey"",""get"",""sample"",""representative"",""population"",""?""]"
5465,null,null,Statistics interview questions,title,"[""statistics"",""interview"",""questions""]"
5479,null,null,DLM results looking wonky,title,"[""dlm"",""results"",""looking"",""wonky""]"
5483,null,null,What else can be deduced from the following class grade summary information?,title,"[""else"",""deduced"",""following"",""class"",""grade"",""summary"",""information"",""?""]"
5487,null,null,Sample size calculation for study aiming to demonstrate non-inferiority of a drug,title,"[""sample"",""size"",""calculation"",""study"",""aiming"",""demonstrate"",""non-inferiority"",""drug""]"
5503,null,null,Is there a quote like this from some statistician?,title,"[""quote"",""like"",""statistician"",""?""]"
5504,null,null,Normal distribution probability,title,"[""normal"",""distribution"",""probability""]"
5508,null,null,Computational considerations of multinomial probit versus binomial probit,title,"[""computational"",""considerations"",""multinomial"",""probit"",""versus"",""binomial"",""probit""]"
5517,null,null,How can one do an MCMC hypothesis test on a mixed effect regression model with random slopes?,title,"[""one"",""mcmc"",""hypothesis"",""test"",""mixed"",""effect"",""regression"",""model"",""random"",""slopes"",""?""]"
5520,null,null,Expected number of uniques in a non-uniformly distributed population,title,"[""expected"",""number"",""uniques"",""non-uniformly"",""distributed"",""population""]"
5525,null,null,Get the number of parameters of a linear model,title,"[""get"",""number"",""parameters"",""linear"",""model""]"
5534,null,null,"Transforming arbitrary distributions to distributions on $[0,1]$",title,"[""transforming"",""arbitrary"",""distributions"",""distributions"",""$"",""["",""0,1"",""]"",""$""]"
5543,null,null,For which distributions are the parameterizations in BUGS and R different?,title,"[""distributions"",""parameterizations"",""bugs"",""r"",""different"",""?""]"
5545,null,null,How to prevent false positive findings with repeated correlations?,title,"[""prevent"",""false"",""positive"",""findings"",""repeated"",""correlations"",""?""]"
5559,null,null,How to divide ordinal set into bins?,title,"[""divide"",""ordinal"",""set"",""bins"",""?""]"
5560,null,null,How to estimate the likelihood function for random generator of three events?,title,"[""estimate"",""likelihood"",""function"",""random"",""generator"",""three"",""events"",""?""]"
5563,null,null,Is there a limit function in R?,title,"[""limit"",""function"",""r"",""?""]"
5566,null,null,Testing if a coin is fair,title,"[""testing"",""coin"",""fair""]"
5571,null,null,Comparing regression models on count data,title,"[""comparing"",""regression"",""models"",""count"",""data""]"
5572,null,null,Taking advantage of many pre-treatment measurements,title,"[""taking"",""advantage"",""many"",""pre-treatment"",""measurements""]"
5573,null,null,"""How to build an """"equilibrated histogram""""?""",title,"[""``"",""build"",""``"",""''"",""equilibrated"",""histogram"",""''"",""''"",""?"",""''""]"
5586,null,null,Average effect of coefficients across multiple linear models?,title,"[""average"",""effect"",""coefficients"",""across"",""multiple"",""linear"",""models"",""?""]"
5591,null,null,Why do people use p-values instead of computing probability of the model given data?,title,"[""people"",""use"",""p-values"",""instead"",""computing"",""probability"",""model"",""given"",""data"",""?""]"
5597,null,null,Statistics collaboration,title,"[""statistics"",""collaboration""]"
5602,null,null,Methods of grouping sets of data,title,"[""methods"",""grouping"",""sets"",""data""]"
5603,null,null,Modeling a birth-death process that is not memoryless,title,"[""modeling"",""birth-death"",""process"",""memoryless""]"
5604,null,null,Removing outliers from asymmetric data,title,"[""removing"",""outliers"",""asymmetric"",""data""]"
5617,null,null,What is the NULL hypothesis for interaction in a two-way ANOVA?,title,"[""null"",""hypothesis"",""interaction"",""two-way"",""anova"",""?""]"
5619,null,null,Effect size of Spearman's rank test,title,"[""effect"",""size"",""spearman"",""'s"",""rank"",""test""]"
5629,null,null,Implementing error propagation,title,"[""implementing"",""error"",""propagation""]"
5650,null,null,Incremental learning for LOESS time series model,title,"[""incremental"",""learning"",""loess"",""time"",""series"",""model""]"
5654,null,null,Sample size for proportions in repeated measures,title,"[""sample"",""size"",""proportions"",""repeated"",""measures""]"
5656,null,null,R package for combining factor levels for datamining?,title,"[""r"",""package"",""combining"",""factor"",""levels"",""datamining"",""?""]"
5664,null,null,Is there a name for 10% best individual grades?,title,"[""name"",""10"",""%"",""best"",""individual"",""grades"",""?""]"
5675,null,null,Confidence interval of slope in linear regression,title,"[""confidence"",""interval"",""slope"",""linear"",""regression""]"
5680,null,null,Can I trust ANOVA results for a non-normally distributed DV?,title,"[""trust"",""anova"",""results"",""non-normally"",""distributed"",""dv"",""?""]"
5681,null,null,Comparing a vector of averages to a null one,title,"[""comparing"",""vector"",""averages"",""null"",""one""]"
5686,null,null,What is the difference between NaN and NA?,title,"[""difference"",""nan"",""na"",""?""]"
5690,null,null,How to compare median survival between groups?,title,"[""compare"",""median"",""survival"",""groups"",""?""]"
5691,null,null,Is it o.k. to bootstrap sample of a table from its proportions - and how to do so (in R)?,title,"[""o.k"",""."",""bootstrap"",""sample"",""table"",""proportions"",""-"",""("",""r"","")"",""?""]"
5696,null,null,Interrater reliability for events in a time series with uncertainty about event time,title,"[""interrater"",""reliability"",""events"",""time"",""series"",""uncertainty"",""event"",""time""]"
5700,null,null,Finding the change point in data from a piecewise linear function,title,"[""finding"",""change"",""point"",""data"",""piecewise"",""linear"",""function""]"
5703,null,null,Are there bounds on the Spearman correlation of a sum of two variables?,title,"[""bounds"",""spearman"",""correlation"",""sum"",""two"",""variables"",""?""]"
5706,null,null,Extrapolating the amount of data missing from the amount of data partially missing,title,"[""extrapolating"",""amount"",""data"",""missing"",""amount"",""data"",""partially"",""missing""]"
5713,null,null,Partialling or regressing out a categorical variable?,title,"[""partialling"",""regressing"",""categorical"",""variable"",""?""]"
5727,null,null,James-Stein estimator: How did Efron and Morris calculate $\sigma^2$ in shrinkage factor for their baseball example?,title,"[""james-stein"",""estimator"","":"",""efron"",""morris"",""calculate"",""$"",""\\sigma^2"",""$"",""shrinkage"",""factor"",""baseball"",""example"",""?""]"
5728,null,null,Reducing false positive rate,title,"[""reducing"",""false"",""positive"",""rate""]"
5742,null,null,How can I calculate the probability of model $g_i$ given a set of $n$ models and AIC values?,title,"[""calculate"",""probability"",""model"",""$"",""g_i"",""$"",""given"",""set"",""$"",""n"",""$"",""models"",""aic"",""values"",""?""]"
5746,null,null,Optimal stopping from an unknown distribution,title,"[""optimal"",""stopping"",""unknown"",""distribution""]"
5747,null,null,"If A and B are correlated with C, why are A and B not necessarily correlated?",title,"[""b"",""correlated"",""c"","","",""b"",""necessarily"",""correlated"",""?""]"
5749,null,null,When is it better to average observations at the same abscissa?,title,"[""better"",""average"",""observations"",""abscissa"",""?""]"
5750,null,null,Look and you shall find (a correlation),title,"[""look"",""shall"",""find"",""("",""correlation"","")""]"
5757,null,null,When is a deviation statistically significant?,title,"[""deviation"",""statistically"",""significant"",""?""]"
5765,null,null,Measure of closeness,title,"[""measure"",""closeness""]"
5774,null,null,Can principal component analysis be applied to datasets containing a mix of continuous and categorical variables?,title,"[""principal"",""component"",""analysis"",""applied"",""datasets"",""containing"",""mix"",""continuous"",""categorical"",""variables"",""?""]"
5782,null,null,Variance of a function of one random variable,title,"[""variance"",""function"",""one"",""random"",""variable""]"
5786,null,null,Which kernel method gives the best probability outputs?,title,"[""kernel"",""method"",""gives"",""best"",""probability"",""outputs"",""?""]"
5788,null,null,How to tell if the slope of a line is 0 or there is just no relationship?,title,"[""tell"",""slope"",""line"",""0"",""relationship"",""?""]"
5791,null,null,Alternatives to using Coefficient of Variation to summarize a set of parameter distributions?,title,"[""alternatives"",""using"",""coefficient"",""variation"",""summarize"",""set"",""parameter"",""distributions"",""?""]"
5813,null,null,Demo for bioinformatics,title,"[""demo"",""bioinformatics""]"
5814,null,null,Help in setting up and solving a transportation / traffic problem,title,"[""help"",""setting"",""solving"",""transportation"",""/"",""traffic"",""problem""]"
5817,null,null,What is my model statement for mixed models (nlme) in R?,title,"[""model"",""statement"",""mixed"",""models"",""("",""nlme"","")"",""r"",""?""]"
5819,null,null,Kernel density estimate takes values larger than 1,title,"[""kernel"",""density"",""estimate"",""takes"",""values"",""larger"",""1""]"
5826,null,null,Knot selection for cubic regression splines,title,"[""knot"",""selection"",""cubic"",""regression"",""splines""]"
5827,null,null,How do I calculate and compare incidence of infection between age-groups,title,"[""calculate"",""compare"",""incidence"",""infection"",""age-groups""]"
5834,null,null,First passage time distribution in a irreducible transient discrete-time Markov chain (DTMC),title,"[""first"",""passage"",""time"",""distribution"",""irreducible"",""transient"",""discrete-time"",""markov"",""chain"",""("",""dtmc"","")""]"
5836,null,null,Annotating graphs in R,title,"[""annotating"",""graphs"",""r""]"
5844,null,null,What is the connection between Kernel Logistic Regression and Smoothing Splines?,title,"[""connection"",""kernel"",""logistic"",""regression"",""smoothing"",""splines"",""?""]"
5847,null,null,Statistical significance (chi squared) for percentages over 100%?,title,"[""statistical"",""significance"",""("",""chi"",""squared"","")"",""percentages"",""100"",""%"",""?""]"
5853,null,null,Forcing a set of numbers to a gaussian bell-curve,title,"[""forcing"",""set"",""numbers"",""gaussian"",""bell-curve""]"
5854,null,null,What are some alternatives to a boxplot?,title,"[""alternatives"",""boxplot"",""?""]"
5868,null,null,Basics of extreme values / high-water marks?,title,"[""basics"",""extreme"",""values"",""/"",""high-water"",""marks"",""?""]"
5870,null,null,The range of non-identically distributed binomial variables,title,"[""range"",""non-identically"",""distributed"",""binomial"",""variables""]"
5873,null,null,Experiment design for proportion,title,"[""experiment"",""design"",""proportion""]"
5874,null,null,How to best estimate the time remaining for a variable-length questionnaire?,title,"[""best"",""estimate"",""time"",""remaining"",""variable-length"",""questionnaire"",""?""]"
5885,null,null,Good sources for learning Markov chain Monte Carlo (MCMC),title,"[""good"",""sources"",""learning"",""markov"",""chain"",""monte"",""carlo"",""("",""mcmc"","")""]"
5887,null,null,Should I re-shuffle my data?,title,"[""re-shuffle"",""data"",""?""]"
5893,null,null,How much information can you mine out of a name?,title,"[""much"",""information"",""mine"",""name"",""?""]"
5899,null,null,What to do about ties in voting results?,title,"[""ties"",""voting"",""results"",""?""]"
5918,null,null,Cross Validation (error generalization) after model selection,title,"[""cross"",""validation"",""("",""error"",""generalization"","")"",""model"",""selection""]"
5926,null,null,MANOVA and correlations between dependent variables: how strong is too strong?,title,"[""manova"",""correlations"",""dependent"",""variables"","":"",""strong"",""strong"",""?""]"
5927,null,null,"""A measure of the """"flatness"""" of log likelihood at the MLE""",title,"[""``"",""measure"",""``"",""''"",""flatness"",""''"",""''"",""log"",""likelihood"",""mle"",""''""]"
5937,null,null,Tiny (real) datasets for giving examples in class?,title,"[""tiny"",""("",""real"","")"",""datasets"",""giving"",""examples"",""class"",""?""]"
5945,null,null,"""Understanding SVM regression: objective function and """"flatness""""""",title,"[""``"",""understanding"",""svm"",""regression"","":"",""objective"",""function"",""``"",""''"",""flatness"",""''"",""''"",""''""]"
5954,null,null,Understanding regressions - the role of the model,title,"[""understanding"",""regressions"",""-"",""role"",""model""]"
5960,null,null,How to identify a bimodal distribution?,title,"[""identify"",""bimodal"",""distribution"",""?""]"
5962,null,null,Should an SVM grid search show a high-accuracy region with low accuracies around?,title,"[""svm"",""grid"",""search"",""show"",""high-accuracy"",""region"",""low"",""accuracies"",""around"",""?""]"
5967,null,null,Can you use heteroskedastic time series variables within a regression model?,title,"[""use"",""heteroskedastic"",""time"",""series"",""variables"",""within"",""regression"",""model"",""?""]"
5969,null,null,How should I analyze repeated-measures individual differences experiments?,title,"[""analyze"",""repeated-measures"",""individual"",""differences"",""experiments"",""?""]"
5972,null,null,Estimation of probability of a success in binomial distribution,title,"[""estimation"",""probability"",""success"",""binomial"",""distribution""]"
5982,null,null,Burn-in period for random walk,title,"[""burn-in"",""period"",""random"",""walk""]"
5987,null,null,Worst classifier,title,"[""worst"",""classifier""]"
6005,null,null,An R function for performing searches,title,"[""r"",""function"",""performing"",""searches""]"
6020,null,null,Doing correlation on one variable vs many,title,"[""correlation"",""one"",""variable"",""vs"",""many""]"
6022,null,null,Estimating a distribution based on three percentiles,title,"[""estimating"",""distribution"",""based"",""three"",""percentiles""]"
6024,null,null,Effectively fitting this kind of model: $y = c_1 (x_3 - x_4) + c_2 (x_1 - x_9)$,title,"[""effectively"",""fitting"",""kind"",""model"","":"",""$"",""="",""c_1"",""("",""x_3"",""-"",""x_4"","")"",""+"",""c_2"",""("",""x_1"",""-"",""x_9"","")"",""$""]"
6033,null,null,Detect changes in time series,title,"[""detect"",""changes"",""time"",""series""]"
6039,null,null,Random Sampling and PCA,title,"[""random"",""sampling"",""pca""]"
6042,null,null,Converting an SPSS file to a SAS file?,title,"[""converting"",""spss"",""file"",""sas"",""file"",""?""]"
6044,null,null,Calculate percentage difference for two sets of points,title,"[""calculate"",""percentage"",""difference"",""two"",""sets"",""points""]"
6046,null,null,How to solve a case of unbalanced repeated measures?,title,"[""solve"",""case"",""unbalanced"",""repeated"",""measures"",""?""]"
6047,null,null,Does this quantity related to independence have a name?,title,"[""quantity"",""related"",""independence"",""name"",""?""]"
6050,null,null,How should I handle categorical variables with multiple levels when doing backward elimination?,title,"[""handle"",""categorical"",""variables"",""multiple"",""levels"",""backward"",""elimination"",""?""]"
6066,null,null,Discrepancy between stepwise and nominal logistic regression results in JMP,title,"[""discrepancy"",""stepwise"",""nominal"",""logistic"",""regression"",""results"",""jmp""]"
6067,null,null,Does an unbalanced sample matter when doing logistic regression?,title,"[""unbalanced"",""sample"",""matter"",""logistic"",""regression"",""?""]"
6071,null,null,Classical measurement error model in R,title,"[""classical"",""measurement"",""error"",""model"",""r""]"
6074,null,null,Akinator.com and Naive Bayes classifier,title,"[""akinator.com"",""naive"",""bayes"",""classifier""]"
6078,null,null,Expected values for chi-squared test on binned paired counts,title,"[""expected"",""values"",""chi-squared"",""test"",""binned"",""paired"",""counts""]"
6079,null,null,"""R-squared result in linear regression and """"unexplained variance""""""",title,"[""``"",""r-squared"",""result"",""linear"",""regression"",""``"",""''"",""unexplained"",""variance"",""''"",""''"",""''""]"
6093,null,null,Good book on statistics,title,"[""good"",""book"",""statistics""]"
6096,null,null,Correct way to calibrate means,title,"[""correct"",""way"",""calibrate"",""means""]"
6097,null,null,Predicting a semi-deterministic process,title,"[""predicting"",""semi-deterministic"",""process""]"
6101,null,null,"Queueing Theory: How to estimate steady-state queue length for single queue, N servers?",title,"[""queueing"",""theory"","":"",""estimate"",""steady-state"",""queue"",""length"",""single"",""queue"","","",""n"",""servers"",""?""]"
6102,null,null,Why are my constraints getting dropped?,title,"[""constraints"",""getting"",""dropped"",""?""]"
6104,null,null,Proving that the squares of normal rv's is Chi-square distributed,title,"[""proving"",""squares"",""normal"",""rv"",""'s"",""chi-square"",""distributed""]"
6108,null,null,Confidence interval for success probability in negative binomial experiment,title,"[""confidence"",""interval"",""success"",""probability"",""negative"",""binomial"",""experiment""]"
6111,null,null,The probability for two people to provide identical answers on survey questions,title,"[""probability"",""two"",""people"",""provide"",""identical"",""answers"",""survey"",""questions""]"
6119,null,null,Is principal components analysis valid if the distribution(s) are Zipf like? What would be similar to PCA but suited to non gaussian data?,title,"[""principal"",""components"",""analysis"",""valid"",""distribution"",""("","")"",""zipf"",""like"",""?"",""would"",""similar"",""pca"",""suited"",""non"",""gaussian"",""data"",""?""]"
6139,null,null,Is a correlation analysis with Pearson's correlation and Bonferroni Method a valid approach to find correlations between two sets of data,title,"[""correlation"",""analysis"",""pearson"",""'s"",""correlation"",""bonferroni"",""method"",""valid"",""approach"",""find"",""correlations"",""two"",""sets"",""data""]"
6151,null,null,Analysing questionnaire data,title,"[""analysing"",""questionnaire"",""data""]"
6154,null,null,Proc Calis (or TCalis) and p-values,title,"[""proc"",""calis"",""("",""tcalis"","")"",""p-values""]"
6155,null,null,Graph theory -- analysis and visualization,title,"[""graph"",""theory"",""--"",""analysis"",""visualization""]"
6163,null,null,What is the prediction error while using deming regression (weighted total least squares),title,"[""prediction"",""error"",""using"",""deming"",""regression"",""("",""weighted"",""total"",""least"",""squares"","")""]"
6167,null,null,How to model pairwise preference with both strong and weak preferences?,title,"[""model"",""pairwise"",""preference"",""strong"",""weak"",""preferences"",""?""]"
6169,null,null,Group vs Stacked Bar Plots,title,"[""group"",""vs"",""stacked"",""bar"",""plots""]"
6176,null,null,Introduction to measure theory,title,"[""introduction"",""measure"",""theory""]"
6180,null,null,Statement of result for binomial confidence intervals,title,"[""statement"",""result"",""binomial"",""confidence"",""intervals""]"
6181,null,null,Can the multiple linear correlation coefficient be negative?,title,"[""multiple"",""linear"",""correlation"",""coefficient"",""negative"",""?""]"
6182,null,null,Predicting number of events with 99.9% probability based on tests of four devices,title,"[""predicting"",""number"",""events"",""99.9"",""%"",""probability"",""based"",""tests"",""four"",""devices""]"
6189,null,null,What is the interpretation of interquartile range?,title,"[""interpretation"",""interquartile"",""range"",""?""]"
6206,null,null,How to plot decision boundary in R for logistic regression model?,title,"[""plot"",""decision"",""boundary"",""r"",""logistic"",""regression"",""model"",""?""]"
6208,null,null,Should I include an argument to request type-III sums of squares in ezANOVA?,title,"[""include"",""argument"",""request"",""type-iii"",""sums"",""squares"",""ezanova"",""?""]"
6219,null,null,What does RMS stand for?,title,"[""rms"",""stand"",""?""]"
